bathrooms,bedrooms,price,square_feet,category_encoded,amenities_encoded,has_photo_encoded,pets_allowed_encoded,cityname_encoded,state_encoded,source_encoded
1,2,800,430,0,7842,1,4,113,43,18
1,2,897,450,0,7842,1,4,113,43,18
2,2,1739,1438,0,9523,1,4,2060,43,18
1,2,1250,552,0,9523,1,1,2333,43,18
1,1,795,737,0,9523,1,1,2333,43,18
1,1,1730,606,0,9523,1,1,624,43,18
1,1,900,677,0,7922,1,1,113,43,18
1,1,955,625,0,7842,1,1,2060,43,18
1,1,1125,642,0,7311,1,1,113,43,18
1,1,809,653,0,5071,1,1,1199,43,18
2,2,565,900,0,4589,1,1,2819,43,18
1,1,600,660,0,5189,1,1,2,43,18
1,1,1212,723,0,5939,1,1,624,43,18
1,3,635,520,0,5325,1,1,2,43,18
1,1,1675,967,0,5031,1,1,1936,43,18
1,1,1012,646,0,7193,1,4,2333,43,18
1,1,959,774,0,6826,1,4,2333,43,18
1,1,1192,593,0,9523,1,4,1195,43,18
1,2,1100,812,0,9523,1,4,113,43,18
1,1,1210,1166,0,9523,1,1,1189,43,18
1,1,1290,559,0,9377,1,4,113,43,18
1,1,1786,650,0,7287,1,4,113,43,18
1,1,1200,640,0,7842,1,4,113,43,18
1,1,915,696,0,7842,1,4,113,43,18
1,2,1258,531,0,9523,1,4,113,43,18
1,1,2035,953,0,7287,1,1,113,43,18
1,3,1041,450,0,9523,1,4,113,43,18
1,1,1740,931,0,9523,1,4,113,43,18
1,1,1231,652,0,9523,1,4,427,43,18
1,1,1789,678,0,9523,1,1,624,43,18
1,1,1002,878,0,9523,1,4,2283,43,18
3,5,2395,4614,0,9523,1,1,1195,43,18
1,1,1950,1055,0,9523,1,0,624,43,18
2,3,1599,1904,0,7931,1,1,619,43,18
2,2,578,901,0,4589,1,1,1696,43,18
1,1,975,528,0,7193,1,4,2333,43,18
1,1,815,592,0,4803,1,1,1011,43,18
1,1,734,758,0,3790,1,1,2333,43,18
1,1,910,644,0,8595,1,1,624,43,18
1,1,1025,566,0,5038,1,1,1668,43,18
1,1,1152,861,0,7193,1,4,2333,43,18
1,1,1315,820,0,4953,1,1,1195,43,18
1,0,1150,525,0,4625,1,1,1195,43,18
1,1,950,826,0,9523,1,0,1195,43,18
1,1,1089,670,0,9541,1,1,1195,43,18
1,1,1029,759,0,9764,1,1,1195,43,18
1,0,925,400,0,9523,1,3,113,43,18
1,1,1095,644,0,7842,1,4,113,43,18
2,3,1399,1372,0,9523,1,1,1498,43,18
1,1,1125,600,0,9523,1,4,113,43,18
1,1,1185,686,0,6999,1,4,113,43,18
1,1,890,550,0,5716,1,4,113,43,18
1,1,1126,582,0,9377,1,4,113,43,18
1,1,1080,647,0,7842,1,4,113,43,18
1,1,1060,693,0,9290,1,4,113,43,18
1,1,1100,634,0,7842,1,4,113,43,18
1,2,1246,352,0,9523,1,4,113,43,18
1,1,1225,620,0,7842,1,4,113,43,18
1,1,905,600,0,9523,1,4,113,43,18
3,3,2050,1700,0,9523,1,4,1406,43,18
2,4,1825,2239,0,9523,1,1,1612,43,18
1,1,959,793,0,7842,1,4,113,43,18
1,1,1050,700,0,9377,1,4,113,43,18
1,1,1039,775,0,9609,1,1,113,43,18
2,3,1599,1445,0,7485,1,1,1549,43,18
1,1,1141,596,0,9523,1,0,624,43,18
1,1,1370,820,0,9764,1,1,1233,43,18
1,2,1061,489,0,9609,1,1,624,43,18
2,4,1899,1962,0,7931,1,1,980,43,18
1,1,1060,1003,0,6722,1,0,1195,43,18
1,1,1261,643,0,8185,1,1,1195,43,18
1,1,932,675,0,9617,1,1,1195,43,18
3,3,1900,1911,0,9523,1,1,1195,43,18
1,1,1860,672,0,9523,1,1,113,43,18
1,1,1668,592,0,9146,1,4,113,43,18
1,1,1176,608,0,9364,1,4,113,43,18
1,1,926,481,0,9770,1,4,113,43,18
1,1,1275,625,0,9523,1,4,113,43,18
2,3,2145,1440,0,7842,1,4,2060,43,18
1,1,1735,819,0,7287,1,1,113,43,18
1,1,1686,847,0,9523,1,1,624,43,18
2,2,1149,994,0,9435,1,4,113,43,18
1,1,1000,690,0,4109,1,4,113,43,18
1,1,895,447,0,7842,1,4,961,43,18
1,1,845,476,0,7854,1,1,624,43,18
2,3,1349,1192,0,7931,1,1,1195,43,18
1,3,1236,615,0,7193,1,4,2333,43,18
1,1,1000,775,0,7193,1,4,2333,43,18
1,1,822,507,0,4952,1,0,1498,43,18
2,2,1301,980,0,9523,1,0,2090,43,18
1,1,1258,689,0,7779,1,1,159,43,18
1,1,1130,638,0,6607,1,1,1668,43,18
1,1,819,500,0,9523,1,0,914,43,18
1,1,674,505,0,9523,1,0,1195,43,18
2,3,1449,1364,0,8755,1,1,341,43,18
1,1,848,702,0,7812,1,1,1195,43,18
1,1,1000,1017,0,9523,1,0,1195,43,18
1,1,950,722,0,4900,1,4,2569,43,18
1,1,850,672,0,9610,1,1,113,43,18
1,2,1399,416,0,9322,1,4,113,43,18
1,3,1270,599,0,9523,1,4,113,43,18
1,2,1550,825,0,9523,1,1,113,43,18
1,1,849,597,0,7016,1,4,961,43,18
1,2,1399,529,0,9523,1,4,113,43,18
1,2,1157,980,0,9523,1,4,113,43,18
1,1,1150,581,0,9764,1,4,113,43,18
1,1,899,620,0,9523,1,4,113,43,18
1,1,999,547,0,7842,1,4,113,43,18
1,1,755,566,0,8794,1,1,1195,43,18
1,1,1170,587,0,7301,1,1,2333,43,18
1,1,850,520,0,7842,1,4,113,43,18
1,1,955,484,0,7842,1,4,113,43,18
1,1,1195,550,0,7842,1,4,113,43,18
1,1,965,613,0,7843,1,1,2333,43,18
1,1,1265,903,0,7843,1,1,113,43,18
1,1,1565,760,0,7842,1,4,1936,43,18
1,1,1576,747,0,9523,1,0,624,43,18
1,1,877,759,0,7193,1,1,1699,43,18
2,3,1399,1345,0,7494,1,1,1652,43,18
2,3,1449,1767,0,7931,1,1,2521,43,18
2,3,1325,1440,0,7931,1,1,1195,43,18
1,1,904,729,0,9689,1,1,2569,43,18
1,1,710,646,0,9523,1,1,2333,43,18
1,1,974,516,0,7842,1,4,113,43,18
1,1,1130,516,0,7017,1,4,113,43,18
1,1,859,533,0,9523,1,4,113,43,18
1,2,1040,400,0,7169,1,4,113,43,18
1,1,980,527,0,7018,1,4,113,43,18
1,1,888,495,0,7155,1,4,113,43,18
1,1,1084,526,0,7842,1,4,113,43,18
1,1,883,542,0,9224,1,4,113,43,18
1,1,1461,740,0,9809,1,4,113,43,18
1,1,993,648,0,7842,1,4,113,43,18
1,1,1135,672,0,6017,1,4,113,43,18
1,1,1415,668,0,8818,1,4,113,43,18
1,1,1293,651,0,7842,1,4,113,43,18
1,1,2255,1073,0,9523,1,1,624,43,18
1,1,1230,592,0,7301,1,1,2333,43,18
1,1,1686,612,0,7287,1,1,113,43,18
1,1,1030,527,0,7779,1,1,113,43,18
1,1,1010,659,0,7842,1,4,961,43,18
1,1,1260,597,0,9523,1,4,113,43,18
1,2,850,513,0,9523,1,4,113,43,18
1,1,1665,678,0,9523,1,1,624,43,18
2,2,1149,868,0,9523,1,1,2283,43,18
1,2,1233,535,0,9224,1,4,113,43,18
2,3,1549,1762,0,7931,1,1,1199,43,18
1,1,959,561,0,5099,1,1,624,43,18
1,1,1033,651,0,6086,1,1,624,43,18
1,1,850,420,0,7636,1,1,624,43,18
1,1,1273,788,0,9523,1,1,1195,43,18
1,1,928,722,0,9523,1,1,1890,43,18
2,4,1749,2673,0,7931,1,1,2218,43,18
2,3,1549,1806,0,7931,1,1,600,43,18
2,3,1399,1520,0,7931,1,1,1195,43,18
1,1,1225,776,0,9523,1,4,2333,43,18
1,1,805,686,0,8185,1,4,1195,43,18
1,1,1019,777,0,9764,1,1,1195,43,18
1,1,919,635,0,9609,1,1,1195,43,18
1,1,1185,650,0,9523,1,1,1195,43,18
2,3,1795,1895,0,9523,1,1,2285,43,18
1,1,969,668,0,7781,1,1,665,43,18
1,1,985,692,0,9523,1,1,113,43,18
2,2,1500,1144,0,9609,1,4,624,43,18
0,1,565,725,0,9523,1,1,2892,43,18
1,1,1075,700,0,8464,1,4,113,43,18
1,1,1750,588,0,9396,1,4,113,43,18
1,1,830,520,0,9523,1,4,113,43,18
1,2,989,441,0,7000,1,4,2283,43,18
1,1,1020,570,0,7842,1,4,113,43,18
1,1,1465,846,0,7842,1,4,113,43,18
1,2,1299,611,0,9523,1,4,113,43,18
1,1,1030,657,0,6909,1,4,113,43,18
1,1,1328,572,0,7193,1,4,113,43,18
1,1,850,518,0,7842,1,4,113,43,18
1,1,1455,640,0,9523,1,4,113,43,18
1,1,2145,804,0,9523,1,1,624,43,18
1,1,1395,672,0,9523,1,1,624,43,18
1,1,1000,705,0,9825,1,4,113,43,18
1,1,1421,780,0,7287,1,4,113,43,18
1,1,820,563,0,7842,1,4,113,43,18
1,1,1220,675,0,7843,1,1,2333,43,18
1,2,870,422,0,9523,1,4,113,43,18
1,1,1050,396,0,9523,1,4,113,43,18
1,1,975,649,0,9523,1,1,624,43,18
2,3,1730,1685,0,9792,1,3,83,43,18
1,1,759,622,0,5066,1,1,159,43,18
1,1,450,579,0,7555,1,3,1195,43,18
1,1,855,662,0,7193,1,4,2333,43,18
1,1,979,882,0,8684,1,1,822,43,18
2,3,1399,1603,0,7931,1,1,446,43,18
1,1,1109,872,0,7193,1,4,2333,43,18
1,1,1109,618,0,9547,1,1,1195,43,18
1,1,1019,635,0,9541,1,1,1195,43,18
2,3,1850,1898,0,9523,1,1,44,43,18
2,2,2400,1148,0,9523,1,1,113,43,18
1,1,1138,650,0,6998,1,4,113,43,18
1,1,1145,629,0,9361,1,4,113,43,18
1,1,1495,903,0,9689,1,4,113,43,18
1,1,870,593,0,9391,1,4,113,43,18
1,1,1299,508,0,9523,1,4,113,43,18
1,1,875,750,0,9523,1,1,2626,43,18
1,2,1233,560,0,7842,1,4,113,43,18
1,1,1500,525,0,7842,1,4,113,43,18
1,1,1863,637,0,9523,1,4,113,43,18
1,1,985,802,0,9523,1,4,2283,43,18
1,1,1299,799,0,9523,1,1,624,43,18
1,1,1350,713,0,7843,1,1,113,43,18
1,1,840,460,0,9523,1,1,113,43,18
1,2,1185,547,0,7301,1,4,2333,43,18
1,2,695,400,0,7781,1,1,365,43,18
1,1,799,581,0,4553,1,1,1195,43,18
1,1,890,680,0,5287,1,1,2333,43,18
1,1,905,751,0,5162,1,1,2,43,18
2,3,1599,1723,0,9523,1,1,914,43,18
2,3,1399,1385,0,7568,1,1,341,43,18
2,3,1249,1202,0,7357,1,1,1199,43,18
2,3,1499,1064,0,7931,1,1,1405,43,18
1,1,922,543,0,9541,1,1,2569,43,18
1,1,700,585,0,9395,1,4,1195,43,18
2,3,1550,1430,0,9524,1,1,1799,43,18
2,2,1250,1324,0,9523,1,1,2090,43,18
2,2,1149,868,0,9523,1,1,2283,43,18
1,1,1265,679,0,9220,1,4,113,43,18
1,2,1553,632,0,9523,1,4,113,43,18
1,1,1903,571,0,7842,1,4,113,43,18
1,1,995,673,0,7842,1,4,113,43,18
1,1,1191,827,0,9052,1,4,427,43,18
1,1,980,650,0,9395,1,4,113,43,18
1,1,1115,642,0,7842,1,4,113,43,18
1,1,1805,860,0,7287,1,1,113,43,18
1,1,800,758,0,9523,1,4,1195,43,18
1,1,1055,528,0,7843,1,1,2333,43,18
1,2,809,337,0,9523,1,4,113,43,18
2,3,1325,1134,0,9523,1,1,2806,43,18
1,1,955,720,0,4304,1,4,2283,43,18
1,1,1875,842,0,9523,1,1,624,43,18
1,1,1250,601,0,6274,1,4,113,43,18
1,1,919,720,0,8766,1,4,113,43,18
4,4,2000,1783,0,9523,1,4,2346,43,18
1,1,1285,786,0,9523,1,1,113,43,18
1,1,1168,740,0,9523,1,1,2216,43,18
1,1,955,655,0,7843,1,1,2333,43,18
1,1,1279,719,0,4993,1,1,852,43,18
1,1,829,670,0,7463,1,1,2652,43,18
1,1,555,659,0,5152,1,1,1195,43,18
1,1,1335,623,0,7540,1,1,624,43,18
1,1,1196,688,0,9523,1,1,2216,43,18
1,1,1098,672,0,5325,1,1,914,43,18
1,1,890,754,0,9523,1,4,324,43,18
2,3,1499,1398,0,7597,1,1,914,43,18
1,1,828,549,0,7193,1,4,2333,43,18
1,2,932,569,0,9523,1,4,2333,43,18
1,1,799,627,0,9764,1,1,1195,43,18
1,1,1155,737,0,9609,1,1,1195,43,18
2,3,795,1152,0,9523,1,1,1128,43,18
1,1,800,425,0,9523,1,4,113,43,18
1,2,1805,522,0,9523,1,4,113,43,18
1,1,1565,560,0,8065,1,4,113,43,18
1,1,1150,610,0,7842,1,4,113,43,18
1,1,1110,570,0,9764,1,4,113,43,18
1,1,860,554,0,7842,1,4,113,43,18
1,1,1149,607,0,7843,1,1,2333,43,18
1,1,1300,561,0,7779,1,1,2333,43,18
1,1,1705,759,0,7287,1,1,113,43,18
1,1,995,600,0,6999,1,4,2060,43,18
1,1,3855,1084,0,9523,1,1,624,43,18
2,2,1150,925,0,9523,1,1,665,43,18
1,3,1297,507,0,9523,1,1,113,43,18
1,3,1450,1460,0,7854,1,1,914,43,18
1,1,678,660,0,9523,1,0,624,43,18
1,1,1035,700,0,7193,1,4,2333,43,18
1,1,1940,537,0,4716,1,4,2333,43,18
1,1,834,697,0,4572,1,1,2333,43,18
1,1,425,975,0,3881,1,4,2116,43,18
1,1,635,550,0,4774,1,1,1195,43,18
1,1,1039,630,0,9523,1,4,2333,43,18
2,3,1299,1520,0,7357,1,1,1195,43,18
2,3,1549,1329,0,9523,1,1,1670,43,18
2,3,1275,1122,0,7931,1,1,2521,43,18
1,1,985,700,0,4501,1,1,1195,43,18
1,1,680,504,0,9689,1,1,1195,43,18
1,1,745,563,0,8988,1,4,1195,43,18
1,1,690,625,0,9764,1,4,1195,43,18
1,0,1309,548,0,8185,1,1,1195,43,18
2,4,1595,1616,0,9523,1,1,2902,43,18
1,1,1175,760,0,9523,1,4,1717,43,18
1,2,1240,905,0,9523,1,1,113,43,18
2,3,1550,1473,0,9523,1,1,944,43,18
1,1,1561,595,0,9523,1,4,113,43,18
1,0,995,425,0,9764,1,4,113,43,18
1,2,881,440,0,7169,1,4,113,43,18
1,1,1090,709,0,5907,1,4,113,43,18
1,2,969,719,0,9523,1,4,2283,43,18
1,1,1005,681,0,9523,1,4,113,43,18
1,1,1075,600,0,9351,1,4,113,43,18
1,1,899,650,0,5885,1,4,113,43,18
2,3,1875,1432,0,7842,1,4,2060,43,18
1,1,1255,750,0,9523,1,4,961,43,18
1,1,1145,750,0,9523,1,4,961,43,18
1,1,1390,687,0,9523,1,1,624,43,18
1,1,1299,775,0,9466,1,1,113,43,18
1,1,1964,731,0,7287,1,1,113,43,18
1,1,1451,674,0,8169,1,1,113,43,18
1,2,940,375,0,7842,1,4,113,43,18
1,1,879,690,0,7842,1,4,113,43,18
1,1,1455,702,0,9523,1,1,624,43,18
1,1,1150,564,0,9523,1,4,113,43,18
1,1,825,574,0,9742,1,4,113,43,18
1,1,877,608,0,7842,1,4,2060,43,18
1,1,1365,900,0,9609,1,4,113,43,18
2,2,1755,1218,0,7301,1,1,113,43,18
2,3,1199,1129,0,7494,1,1,2521,43,18
2,2,752,950,0,9764,1,1,159,43,18
1,1,915,620,0,7193,1,4,2346,43,18
1,1,720,250,0,9523,1,4,554,43,18
1,1,665,715,0,5152,1,1,1195,43,18
1,1,1047,625,0,9547,1,1,113,43,18
1,1,1040,600,0,5039,1,1,1936,43,18
1,1,1146,594,0,4674,1,1,1195,43,18
2,2,1399,1204,0,8232,1,1,1199,43,18
1,1,749,634,0,5350,1,1,1195,43,18
1,1,718,705,0,9524,1,1,1195,43,18
1,1,919,781,0,9541,1,1,1195,43,18
1,0,1489,685,0,8175,1,1,1195,43,18
1,1,905,660,0,9764,1,1,1195,43,18
3,4,3500,3114,0,9523,1,1,2941,43,18
2,3,1495,1265,0,9523,1,1,146,43,18
0,2,650,808,0,9523,1,1,44,43,18
1,2,1530,524,0,9523,1,4,113,43,18
1,1,1100,630,0,8552,1,4,113,43,18
1,1,940,475,0,4799,1,4,113,43,18
1,2,1832,737,0,9224,1,4,113,43,18
1,1,1099,624,0,6771,1,4,113,43,18
1,3,1245,1275,0,9523,1,1,2333,43,18
1,1,1044,846,0,7842,1,4,113,43,18
1,1,1259,772,0,5362,1,4,113,43,18
1,2,969,450,0,9369,1,4,113,43,18
1,1,1500,806,0,8977,1,4,113,43,18
1,1,835,500,0,9068,1,4,113,43,18
1,1,1000,644,0,6771,1,4,113,43,18
1,1,1680,753,0,9523,1,1,624,43,18
1,2,980,750,0,8717,1,4,2060,43,18
1,1,1120,625,0,7287,1,1,113,43,18
1,1,999,391,0,9054,1,4,113,43,18
1,1,960,540,0,9220,1,4,113,43,18
1,2,780,900,0,9523,1,1,1770,43,18
2,3,1675,1410,0,7485,1,1,425,43,18
1,2,933,950,0,9609,1,1,2020,43,18
1,1,600,748,0,6026,1,4,2845,43,18
1,1,1079,700,0,4625,1,1,954,43,18
1,1,899,671,0,7193,1,4,2333,43,18
2,2,979,1133,0,9523,1,4,2333,43,18
1,2,1156,663,0,9523,1,1,2216,43,18
1,1,1400,806,0,5153,1,1,1195,43,18
1,2,1075,603,0,5153,1,1,914,43,18
2,4,1749,1947,0,9764,1,1,674,43,18
2,3,1499,1444,0,7485,1,1,83,43,18
2,4,1549,1927,0,7931,1,1,1195,43,18
1,1,895,600,0,9314,1,4,2333,43,18
1,1,1315,811,0,9764,1,1,1195,43,18
2,2,1350,1274,0,3731,1,4,1195,43,18
1,1,975,802,0,9523,1,0,1195,43,18
1,1,1305,731,0,4586,1,1,1195,43,18
2,2,1750,761,0,9523,1,4,113,43,18
1,2,687,450,0,9523,1,1,2020,43,18
1,2,902,1000,0,9523,1,1,1514,43,18
1,2,1325,497,0,9523,1,4,113,43,18
1,1,1399,775,0,8403,1,4,113,43,18
1,1,859,487,0,9035,1,4,113,43,18
1,1,1014,747,0,7842,1,4,113,43,18
1,1,849,565,0,7842,1,4,113,43,18
1,1,850,576,0,7842,1,4,113,43,18
1,1,1368,530,0,9523,1,4,113,43,18
1,2,1090,400,0,9367,1,4,113,43,18
1,1,1270,632,0,9523,1,4,113,43,18
1,1,1000,560,0,9523,1,4,113,43,18
1,1,1030,700,0,7842,1,4,113,43,18
1,1,1544,725,0,7842,1,4,113,43,18
2,3,1425,1662,0,9523,1,1,2333,43,18
2,4,1500,1726,0,9523,1,1,1953,43,18
1,1,3036,1171,0,9523,1,1,624,43,18
1,2,1475,564,0,9764,1,4,113,43,18
1,1,1125,558,0,9791,1,4,113,43,18
2,3,1299,1582,0,7322,1,1,1195,43,18
1,1,807,635,0,7193,1,4,2333,43,18
1,1,1091,594,0,9163,1,4,2333,43,18
1,1,663,745,0,4675,1,1,2734,43,18
1,1,600,695,0,6025,1,1,1953,43,18
1,1,575,666,0,5162,1,1,1195,43,18
1,1,1405,824,0,9764,1,1,624,43,18
1,1,1165,550,0,5153,1,1,624,43,18
2,3,1249,1454,0,7931,1,1,1199,43,18
1,1,906,650,0,9523,1,1,1405,43,18
2,3,1449,1218,0,7322,1,1,2652,43,18
2,3,1549,2446,0,7931,1,1,425,43,18
1,1,849,580,0,9523,1,1,2333,43,18
3,4,2395,3173,0,9523,1,1,2283,43,18
1,2,1805,522,0,9523,1,1,113,43,18
1,1,1200,865,0,7287,1,1,2333,43,18
1,1,955,625,0,7842,1,4,113,43,18
1,1,976,590,0,6357,1,4,427,43,18
1,2,900,500,0,9523,1,4,113,43,18
1,2,1645,434,0,7842,1,4,113,43,18
1,1,920,520,0,7842,1,4,2283,43,18
1,1,980,565,0,6999,1,4,113,43,18
1,1,1040,638,0,7842,1,4,113,43,18
1,1,1049,725,0,6999,1,4,961,43,18
1,1,985,665,0,7842,1,4,2283,43,18
1,1,1180,683,0,7842,1,4,113,43,18
1,3,900,400,0,9523,1,4,113,43,18
2,3,1499,1438,0,9523,1,1,427,43,18
1,1,1200,700,0,7842,1,4,113,43,18
2,2,1800,964,0,7842,1,4,2283,43,18
1,1,2570,755,0,9523,1,1,624,43,18
1,3,975,400,0,9523,1,4,113,43,18
1,1,600,720,0,9523,1,1,1087,43,18
1,1,850,600,0,4526,1,1,914,43,18
2,3,1349,1959,0,7597,1,1,2521,43,18
1,1,960,558,0,7000,1,4,2333,43,18
1,1,721,475,0,7066,1,4,2116,43,18
1,1,400,536,0,5810,1,1,2116,43,18
1,1,600,700,0,5923,1,1,163,43,18
1,1,649,570,0,5313,1,1,1195,43,18
1,1,1515,773,0,4524,1,1,624,43,18
1,1,1470,879,0,5144,1,1,1668,43,18
2,2,1276,1013,0,7442,1,1,1890,43,18
2,3,1449,1474,0,7931,1,1,1799,43,18
2,3,1399,1322,0,7931,1,1,1199,43,18
2,4,1399,1672,0,7931,1,1,2126,43,18
1,0,995,529,0,9609,1,4,1195,43,18
1,1,1166,752,0,9609,1,1,1195,43,18
1,1,699,600,0,9523,1,1,2333,43,18
2,2,1100,868,0,9523,1,4,914,43,18
1,1,1107,556,0,6801,1,4,113,43,18
1,1,1000,491,0,4019,1,4,2283,43,18
1,1,1264,767,0,8642,1,4,113,43,18
1,1,842,700,0,7169,1,4,113,43,18
1,1,899,600,0,3593,1,4,113,43,18
1,1,880,650,0,7842,1,4,113,43,18
1,1,965,575,0,7842,1,4,113,43,18
1,1,894,769,0,7842,1,4,113,43,18
1,1,1120,686,0,7842,1,4,2283,43,18
1,1,1220,696,0,9059,1,4,113,43,18
1,1,1175,650,0,6435,1,4,113,43,18
1,1,920,575,0,6999,1,4,113,43,18
1,2,901,475,0,9523,1,4,2060,43,18
1,1,1415,569,0,9523,1,1,624,43,18
1,1,1479,700,0,7842,1,4,113,43,18
1,1,1772,692,0,7287,1,1,113,43,18
1,1,1845,581,0,7287,1,1,113,43,18
1,0,929,378,0,9523,1,4,113,43,18
1,2,1345,500,0,9523,1,4,113,43,18
1,1,922,481,0,7842,1,4,113,43,18
1,2,925,410,0,9523,1,4,113,43,18
1,1,877,570,0,7842,1,4,113,43,18
1,1,2677,727,0,9467,1,1,113,43,18
2,2,1040,863,0,9523,1,1,113,43,18
1,2,1688,448,0,9521,1,1,113,43,18
1,2,749,950,0,9523,1,1,324,43,18
1,1,1054,701,0,9523,1,0,914,43,18
1,1,900,525,0,4581,1,1,624,43,18
2,3,1425,1721,0,7485,1,1,1199,43,18
1,1,980,572,0,4709,1,1,1195,43,18
1,1,649,612,0,7822,1,1,1195,43,18
1,1,1025,674,0,7193,1,4,2333,43,18
1,1,960,676,0,7193,1,4,2333,43,18
1,1,803,574,0,9523,1,4,2333,43,18
1,1,830,618,0,9523,1,0,624,43,18
1,1,855,800,0,9444,1,4,2333,43,18
1,3,1050,554,0,9523,1,1,2090,43,18
1,1,1050,774,0,9609,1,1,2090,43,18
1,1,945,751,0,9523,1,0,2,43,18
1,1,1355,609,0,7854,1,1,1195,43,18
1,1,715,561,0,6083,1,1,1195,43,18
2,3,1199,1444,0,7931,1,1,2521,43,18
1,1,835,667,0,7169,1,4,2333,43,18
1,1,1104,678,0,8185,1,1,1195,43,18
1,1,935,817,0,9609,1,1,1195,43,18
1,1,1299,630,0,9609,1,1,1195,43,18
1,1,875,707,0,9523,1,1,2333,43,18
1,2,675,759,0,9523,1,1,1500,43,18
1,1,990,630,0,7842,1,4,113,43,18
1,1,1187,744,0,6941,1,4,113,43,18
1,1,1400,734,0,6796,1,4,113,43,18
1,1,1025,654,0,9764,1,4,113,43,18
1,1,1059,644,0,9523,1,4,961,43,18
1,1,1180,750,0,7842,1,4,113,43,18
1,1,929,495,0,7842,1,4,113,43,18
1,1,919,491,0,7842,1,4,113,43,18
1,0,919,394,0,9523,1,4,113,43,18
1,3,950,525,0,9523,1,4,2283,43,18
1,1,930,640,0,7842,1,4,113,43,18
1,1,1375,712,0,9523,1,4,113,43,18
1,1,950,664,0,9523,1,4,113,43,18
2,2,2150,1522,0,9523,1,1,2333,43,18
2,3,1445,1518,0,9523,1,1,2333,43,18
1,1,1590,663,0,7287,1,1,113,43,18
1,1,1409,591,0,7287,1,1,113,43,18
1,1,982,660,0,6848,1,4,113,43,18
1,1,1093,505,0,9689,1,4,113,43,18
1,1,1014,481,0,9523,1,1,113,43,18
1,1,1403,625,0,7842,1,4,113,43,18
1,1,890,660,0,7843,1,1,113,43,18
1,2,1735,612,0,7843,1,1,113,43,18
1,1,599,518,0,7333,1,1,83,43,18
1,1,1091,650,0,4591,1,1,1195,43,18
2,3,1149,1450,0,7357,1,1,2521,43,18
1,2,1120,546,0,9523,1,4,2333,43,18
1,1,1033,769,0,7193,1,4,2333,43,18
1,1,546,573,0,5368,1,4,1195,43,18
1,2,750,795,0,5171,1,1,2116,43,18
1,2,1230,591,0,6184,1,1,624,43,18
1,1,650,500,0,9523,1,0,624,43,18
